ts,host,user,event,attempts,severity,ip,file,proc,dst,message,geo,notes,source,hour,day_of_week,month,is_weekend,is_off_hours,message_length,has_ip,has_error,has_attempts,is_suspicious,is_high_risk
2026-07-09T13:58:14Z,FS-51,jadams23,workflow_run,0.0,MEDIUM,,,chrome.exe_v8.6,,workflow_run: jadams23 performed transfer operation,Paris,GT_BASELINE_EXPE,github_actions,13,3,7,0,0,51,0,0,0,0,0
2026-03-23T17:35:08Z,HR-16-dr,graham_lambert,conn,0.0,HIGH,162.138.254.152,,WINWORD.EXE,COMP-53-uat:27017,conn: graham_lambert performed settlement operation,"New York, US",GT_SUSPICIOUS_URGENT_DOLO,zeek,17,0,3,0,0,51,0,0,0,1,1
2027-02-07T12:34:04Z,GW-41,svc_deploy,302015,0.0,UNKNOWN,191.255.198.248,C:\Windows\Temp\voluptate.wav,systemd_v5.2,,302015: svc_deploy performed settlement operation,,COMPLIANCE_BASELINE_QUAL,cisco_asa,12,6,2,1,0,49,0,0,0,0,0
2026-04-16T07:22:05Z,FINANCE-93-uat,svc_scanner_prod,13,0.0,LOW,200.194.244.42,,OUTLOOK.EXE,,13: svc_scanner_prod performed payment operation,Paris,SEC_BASELINE_SOLU,sysmon,7,3,4,0,1,48,0,0,0,0,0
2026-07-25T13:48:26Z,TRADING-60.bank.internal,ybuckley,4625,74.0,CRITICAL,181.35.117.126,,OUTLOOK.EXE,,"An account failed to log on. Account: ybuckley, Source IP: 181.35.117.126",,THREAT_BRUTE_FORCE_URGENT_ARCH,windows_security,13,5,7,1,0,73,1,1,1,1,1
2026-07-13T17:56:29Z,ATM-66,richard_knight,PROCTITLE,0.0,LOW,192.168.223.3,,sshd_v10.7,,PROCTITLE: richard_knight performed reconciliation operation,,ANOMALY_BASELINE_AB,auditd,17,0,7,0,0,60,0,0,0,0,0
2026-12-27T13:20:37Z,HR-27.bank.internal,gregory.foster,12,0.0,LOW,125.202.23.6,,prometheus,,12: gregory.foster performed reconciliation operation,,COMPLIANCE_BASELINE_REPE,sysmon,13,6,12,1,0,53,0,0,0,0,0
2026-10-12T21:36:43Z,TRADING-28.core.banking,osha.kay,action_execution,0.0,LOW,172.23.8.152,/var/log/deserunt/ea.avi.log,WINWORD.EXE_v7.1,,action_execution: osha.kay performed payment operation,,SEC_BASELINE_VERO,github_actions,21,0,10,0,1,54,0,0,0,0,0
2026-08-03T22:00:25Z,AUDIT-58.financial.local,tramos,New-InboxRule,0.0,HIGH,10.230.127.226,,EXCEL.EXE_v7.1,GW-33.financial.local:27017,New-InboxRule: tramos performed clearing operation,Zurich,SEC_SUSPICIOUS_URGENT_NON,office365,22,0,8,0,1,50,0,0,0,1,1
2026-03-11T04:52:25Z,AUDIT-01-prod,tcheema3,CreateUser,0.0,MEDIUM,72.113.55.207,C:\Windows\System32\illum.wav,powershell.exe,,CreateUser: tcheema3 performed audit operation,,SEC_BASELINE_HOUR,aws_cloudtrail,4,2,3,0,1,46,0,0,0,0,0
2026-09-10T02:34:55Z,FINANCE-70,bsinclair,Send,0.0,MEDIUM,37.0.132.45,,chrome.exe,,Send: bsinclair performed clearing operation,,COMPLIANCE_BASELINE_DEBI,office365,2,3,9,0,1,44,0,0,0,0,0
2027-01-03T07:50:05Z,TRADING-15.financial.local,jjani,CreateAccessKey,0.0,MEDIUM,136.249.50.96,C:\Windows\Temp\voluptate.txt,prometheus_v9.5,,CreateAccessKey: jjani performed reconciliation operation,"Zurich, CH",COMPLIANCE_BASELINE_NOTI,aws_cloudtrail,7,6,1,1,1,57,0,0,0,0,0
2026-03-01T10:08:23Z,MON-99-sandbox,vperi,shell_in_container,0.0,LOW,142.152.16.84,,cmd.exe_v1.3,,shell_in_container: vperi performed payment operation,Paris,COMPLIANCE_BASELINE_HIC,falco,10,6,3,1,0,53,0,0,0,0,0
2026-11-11T15:47:24Z,DC-21,,action_execution,0.0,LOW,140.97.85.148,C:\Windows\Temp\dolores.pages,java.exe_v3.3,,action_execution: dwalker performed transaction operation,,ANOMALY_BASELINE_TEMP,github_actions,15,2,11,0,0,57,0,0,0,0,0
2027-01-30T15:05:12Z,AUDIT-32-sandbox,twilson,http,0.0,LOW,172.29.218.57,C:\Users\henry_gates54\Documents\nation.mov,python.exe_v1.5,HR-40.financial.local:5432,http: twilson performed payment operation,Paris,GT_BASELINE_PM,zeek,15,5,1,1,0,41,0,0,0,0,0
2026-07-30T02:33:27Z,AUDIT-79-dev.financial.local,svc_vault,106023,0.0,MEDIUM,192.168.214.35,Z:\Finance\2026-01-23\direction.flac,tomcat9.exe,BRANCH-09-prod.core.banking:5432,106023: svc_vault performed clearing operation,,AUDIT_BASELINE_NON,cisco_asa,2,3,7,0,1,46,0,0,0,0,0
2026-07-05T14:47:46Z,HR-01-uat.bank.internal,brett.martin71,write_binary_dir,0.0,LOW,172.29.145.130,\\fileserver\share\Tempora\most.html,explorer.exe,,write_binary_dir: brett.martin71 performed clearing operation,New York,THREAT_BASELINE_ANYO,falco,14,6,7,1,0,61,0,0,0,0,0
2026-07-16T19:15:01Z,CRM-32,zaitra_ellis,ApplicationManagement,0.0,LOW,172.25.128.120,,OUTLOOK.EXE,,ApplicationManagement: zaitra_ellis performed settlement operation,,THREAT_BASELINE_NOBI,azure_ad,19,3,7,0,1,66,0,0,0,0,0
2026-12-18T22:09:21Z,HR-89.bank.internal,,Detection,0.0,LOW,96.11.164.43,,lsass.exe,WKS-18:3306,Detection: sysadmin performed balance operation,,COMPLIANCE_BASELINE_EARU,crowdstrike,22,4,12,0,1,47,0,0,0,0,0
2026-06-10T16:05:06Z,SWIFT-94.core.banking,svc_archive_prod,Threat,0.0,MEDIUM,148.154.59.89,Z:\Finance\2026-01-07\explicabo.flac,systemd_v9.9,,Threat: svc_archive_prod performed clearing operation,London,GT_BASELINE_OTHE,sentinel_one,16,2,6,0,0,53,0,0,0,0,0
2026-08-23T00:46:00Z,GW-85-uat.core.banking,lgarcia,302016,0.0,MEDIUM,10.148.178.9,,prometheus,,302016: lgarcia performed clearing operation,Sydney,COMPLIANCE_BASELINE_A,cisco_asa,0,6,8,1,1,44,0,0,0,0,0
2026-12-09T12:59:58Z,,svc_etl70,4702,0.0,LOW,192.168.21.96,/var/log/inventore/ex.mp4.log,systemd_v7.0,,4702: svc_etl70 performed settlement operation,DE,GT_BASELINE_RISE,windows_security,12,2,12,0,0,46,0,0,0,0,0
2026-10-13T15:32:43Z,PAY-94,trevor_wilson,Quarantine,0.0,LOW,191.142.242.60,,lsass.exe,,Quarantine: trevor_wilson performed settlement operation,Mumbai,ANOMALY_BASELINE_LAUD,crowdstrike,15,1,10,0,0,56,0,0,0,0,0
2026-11-08T18:31:38Z,PAYMENT-65,vritti_waters,FileDownloaded,0.0,LOW,192.168.7.102,,sqlservr.exe_v9.2,,FileDownloaded: vritti_waters performed clearing operation,"Tokyo, JP",COMPLIANCE_BASELINE_RICH,sharepoint,18,6,11,1,0,58,0,0,0,0,0
2026-08-01T00:54:19Z,SWIFT-32-dev,btripathi,Detection,0.0,MEDIUM,,,powershell.exe_v3.8,,Detection: btripathi performed transfer operation,,COMPLIANCE_BASELINE_INVE,crowdstrike,0,5,8,1,1,49,0,0,0,0,0
2026-06-23T05:09:53Z,AUDIT-77.financial.local,isaac.cook,Quarantine,0.0,MEDIUM,10.208.113.49,/etc/quickly/magnam.conf,docker,,Quarantine: isaac.cook performed transaction operation,IN,SEC_BASELINE_DIGN,crowdstrike,5,1,6,0,1,54,0,0,0,0,0
2026-04-16T16:35:04Z,HR-15,betty.olson,read_sensitive_file,0.0,LOW,218.47.37.7,C:\Users\risk_manager\Documents\ipsa.odp,lsass.exe,PAYMENT-01.core.banking:3306,read_sensitive_file: betty.olson performed audit operation,,COMPLIANCE_BASELINE_ELIG,falco,16,3,4,0,0,58,0,0,0,0,0
2026-06-13T19:43:54Z,APP-78.bank.internal,lsmith,CreateUser,0.0,LOW,172.16.3.160,/etc/nostrum/none.conf,OUTLOOK.EXE_v7.4,ATM-50-uat:3389,CreateUser: lsmith performed audit operation,IN,ANOMALY_BASELINE_EXPL,aws_cloudtrail,19,5,6,1,1,44,0,0,0,0,0
2026-03-31T21:30:18Z,HR-07,ahumphreys,Blocked,0.0,MEDIUM,146.255.167.240,,java.exe,,Blocked: ahumphreys performed transfer operation,,THREAT_BASELINE_ITAQ,sentinel_one,21,1,3,0,1,48,0,0,0,0,0
2026-04-16T20:36:22Z,OPS-37.core.banking,amy.holt,Path_Traversal,0.0,LOW,148.114.159.33,C:\Windows\Temp\stand.png,python.exe,,Path_Traversal: amy.holt performed clearing operation,FR,ANOMALY_BASELINE_VOLU,cloud_waf,20,3,4,0,1,53,0,0,0,0,0
2026-10-25T12:38:28Z,TRADING-87-dev.financial.local,gavin_marquez93,dns,0.0,LOW,76.253.65.157,,lsass.exe_v1.6,HR-52:9200,dns: gavin_marquez93 performed clearing operation,IN,GT_BASELINE_A,zeek,12,6,10,1,0,49,0,0,0,0,0
2027-02-04T22:59:43Z,FINANCE-25-sandbox,tcampos16,4702,0.0,LOW,10.191.87.9,,kubelet,BRANCH-17:3306,4702: tcampos16 performed payment operation,HK,THREAT_BASELINE_UNDE,windows_security,22,3,2,0,1,43,0,0,0,0,0
2026-10-05T04:07:45Z,TRADING-40.financial.local,bfernandez,302016,0.0,LOW,149.188.141.145,C:\Users\bbhat\Documents\ipsam.html,kubelet,,302016: bfernandez performed settlement operation,,THREAT_BASELINE_MAGN,cisco_asa,4,0,10,0,1,49,0,0,0,0,0
2026-03-27T13:27:38Z,AUDIT-15-prod.financial.local,dmorris,PATH,0.0,CRITICAL,106.125.234.89,,explorer.exe,OPS-52:445,PATH: dmorris performed transfer operation,"Dubai, AE",GT_HIGH_RISK_URGENT_EVEN,auditd,13,4,3,0,0,42,0,0,0,1,1
2026-06-05T07:58:16Z,DB-37,zansi.batra72,read_sensitive_file,0.0,LOW,191.138.16.232,,EXCEL.EXE,,read_sensitive_file: zansi.batra72 performed settlement operation,Zurich,SEC_BASELINE_RERU,falco,7,4,6,0,1,65,0,0,0,0,0
2027-02-08T23:47:30Z,TRADING-25.core.banking,sjohnston,workflow_run,0.0,LOW,192.168.108.230,,EXCEL.EXE_v5.1,,workflow_run: sjohnston performed transfer operation,"Tokyo, JP",ANOMALY_BASELINE_AGAI,github_actions,23,0,2,0,1,52,0,0,0,0,0
2026-05-13T21:05:16Z,ATM-16-dev.core.banking,mfuller,read_sensitive_file,0.0,UNKNOWN,13.206.239.132,,lsass.exe,WEB-21-dev:5432,read_sensitive_file: mfuller performed clearing operation,Frankfurt,ANOMALY_BASELINE_DEFE,falco,21,2,5,0,1,57,0,0,0,0,0
2027-01-12T19:14:01Z,PAYMENT-21,kgulati,FileDeleted,0.0,LOW,10.26.143.146,,lsass.exe,OPS-98-uat:80,FileDeleted: kgulati performed transfer operation,,GT_BASELINE_INVE,sharepoint,19,1,1,0,1,49,0,0,0,0,0
2026-06-02T19:32:53Z,MON-76-dev,manbir_beck,EXECVE,0.0,LOW,40.50.99.184,/opt/banking/best/bin/their.flac,python.exe,,EXECVE: manbir_beck performed audit operation,,GT_BASELINE_SUNT,auditd,19,1,6,0,1,45,0,0,0,0,0
2027-01-16T21:44:43Z,FINANCE-64,william_varkey,22,0.0,LOW,222.220.89.237,,powershell.exe,DC-17:5432,22: william_varkey performed reconciliation operation,,ANOMALY_BASELINE_ASSU,sysmon,21,5,1,1,1,53,0,0,0,0,0
2026-04-14T07:12:51Z,PAYMENT-20-prod,siya_rao,ssl,0.0,HIGH,129.126.177.162,/etc/three/dolorem.conf,OUTLOOK.EXE_v10.3,RISK-46.bank.internal:3389,ssl: siya_rao performed swift operation,,SEC_SUSPICIOUS_URGENT_DICT,zeek,7,1,4,0,1,39,0,0,0,1,1
2026-04-30T11:16:59Z,BRANCH-48-dr,xbarnes,PROCTITLE,0.0,LOW,138.22.104.105,C:\Windows\System32\numquam.mov,chrome.exe,core-bank.white.org:9200,PROCTITLE: xbarnes performed payment operation,,AUDIT_BASELINE_QUID,auditd,11,3,4,0,0,46,0,0,0,0,0
2026-12-08T13:13:47Z,FINANCE-10,yashoda_gaba,action_execution,0.0,LOW,186.82.26.25,/etc/fugit/in.conf,explorer.exe,ATM-20-dr:27017,action_execution: yashoda_gaba performed settlement operation,,SEC_BASELINE_PARI,github_actions,13,1,12,0,0,61,0,0,0,0,0
2027-01-20T23:38:14Z,SWIFT-84,amanda.flores,ApplicationManagement,0.0,CRITICAL,10.64.74.209,C:\Users\ccollins\Documents\id.html,svchost.exe,,ApplicationManagement: amanda.flores performed swift operation,,AUDIT_HIGH_RISK_URGENT_ASK,azure_ad,23,2,1,0,1,62,0,0,0,1,1
2027-01-24T23:40:59Z,GW-81-sandbox,cheryl.powell,302015,0.0,HIGH,182.242.230.47,C:\Users\jay.thompson\Documents\corrupti.js,OUTLOOK.EXE_v9.7,PAYMENT-09-prod:445,302015: cheryl.powell performed settlement operation,"New York, US",THREAT_SUSPICIOUS_URGENT_ASSU,cisco_asa,23,6,1,1,1,52,0,0,0,1,1
2026-12-26T02:49:25Z,COMP-71-uat,anichols,ssl,0.0,LOW,172.25.67.84,/opt/banking/beatae/bin/a.wav,WINWORD.EXE,,ssl: anichols performed payment operation,,COMPLIANCE_BASELINE_ASPE,zeek,2,5,12,1,1,41,0,0,0,0,0
2026-04-04T21:17:14Z,SWIFT-72,svc_archive,CreateUser,0.0,LOW,,/opt/banking/laboriosam/bin/anything.pptx,nginx.exe,,CreateUser: svc_archive performed reconciliation operation,,ANOMALY_BASELINE_SINT,aws_cloudtrail,21,5,4,1,1,58,0,0,0,0,0
2026-04-19T00:20:47Z,GW-01,mekhala.ryan23,MailItemsAccessed,0.0,LOW,172.18.45.178,,docker,TRADING-13:9200,MailItemsAccessed: mekhala.ryan23 performed reconciliation operation,Toronto,COMPLIANCE_BASELINE_QUAS,office365,0,6,4,1,1,68,0,0,0,0,0
2026-09-18T12:32:18Z,MON-73.financial.local,raksha.chacko,PATH,0.0,LOW,122.50.146.160,,prometheus,,PATH: raksha.chacko performed settlement operation,London,THREAT_BASELINE_SIMP,auditd,12,4,9,0,0,50,0,0,0,0,0
2027-02-12T14:08:48Z,FINANCE-78.bank.internal,mohamed.hall,FileDeleted,0.0,MEDIUM,192.168.139.254,/var/log/idea/numquam.tiff.log,chrome.exe,,FileDeleted: mohamed.hall performed settlement operation,,SEC_BASELINE_REPE,sharepoint,14,4,2,0,0,56,0,0,0,0,0
2026-12-14T06:03:59Z,MON-13,aishani_curtis,EXECVE,0.0,LOW,55.129.111.40,\\fileserver\share\Attack\pretty.txt,lsass.exe,,EXECVE: aishani_curtis performed clearing operation,,COMPLIANCE_BASELINE_BETT,auditd,6,0,12,0,1,51,0,0,0,0,0
2026-06-29T11:29:15Z,PROXY-08-dr.bank.internal,catherine_kamdar,Blocked,0.0,LOW,192.168.10.34,/var/log/must/nesciunt.mp3.log,nginx.exe_v7.8,,Blocked: catherine_kamdar performed balance operation,"Frankfurt, DE",THREAT_BASELINE_LAST,sentinel_one,11,0,6,0,0,53,0,0,0,0,0
2026-11-15T00:56:55Z,RISK-51,svc_deploy_prod,Blocked,0.0,MEDIUM,154.76.207.170,,WINWORD.EXE,CORE-42-uat.financial.local:3306,Blocked: svc_deploy_prod performed audit operation,,ANOMALY_BASELINE_PROV,sentinel_one,0,6,11,1,1,50,0,0,0,0,0
2026-11-12T08:47:24Z,COMP-73,ellie_chada16,Quarantine,0.0,MEDIUM,32.125.102.117,,cmd.exe,,Quarantine: ellie_chada16 performed swift operation,,GT_BASELINE_FORG,crowdstrike,8,3,11,0,0,51,0,0,0,0,0
2027-01-19T02:23:46Z,TRADING-09,antony.chacko48,7,0.0,MEDIUM,172.19.243.195,,cmd.exe_v1.6,,7: antony.chacko48 performed payment operation,,ANOMALY_BASELINE_AB,sysmon,2,1,1,0,1,46,0,0,0,0,0
2027-02-01T07:12:30Z,PAY-77-uat.secure.bank,qmartinez,302015,0.0,LOW,197.214.129.74,,svchost.exe,OPS-51-prod:443,302015: qmartinez performed reconciliation operation,,ANOMALY_BASELINE_DOLO,cisco_asa,7,0,2,0,1,52,0,0,0,0,0
2026-12-24T06:50:09Z,WKS-22.financial.local,scott.mendez,workflow_run,0.0,MEDIUM,172.16.139.29,,OUTLOOK.EXE,swift-gateway.hansen.com:5432,workflow_run: scott.mendez performed transaction operation,,ANOMALY_BASELINE_LABO,github_actions,6,3,12,0,1,58,0,0,0,0,0
2027-01-30T14:11:05Z,DB-97-sandbox,briana_gera,4648,0.0,LOW,172.22.89.71,,OUTLOOK.EXE_v5.3,,4648: briana_gera performed audit operation,"Dubai, AE",GT_BASELINE_REM,windows_security,14,5,1,1,0,43,0,0,0,0,0
2026-05-05T17:10:30Z,DB-04.secure.bank,candace_sachar,FileDownloaded,0.0,MEDIUM,55.220.67.23,Z:\Finance\2026-03-16\among.flac,docker,ATM-06.financial.local:5432,FileDownloaded: candace_sachar performed settlement operation,,GT_BASELINE_CUMQ,sharepoint,17,1,5,0,0,61,0,0,0,0,0
2026-10-02T03:08:38Z,PAY-65-sandbox.secure.bank,brittany.parekh,read_sensitive_file,0.0,LOW,10.82.211.96,,nginx.exe_v7.5,payment-api.cruz-perkins.com:27017,read_sensitive_file: brittany.parekh performed swift operation,"Hong Kong, HK",SEC_BASELINE_ODIT,falco,3,4,10,0,1,62,0,0,0,0,0
2026-09-04T17:49:29Z,TRADING-31,svc_secrets,XSS,0.0,LOW,192.168.207.47,Z:\Finance\2026-02-20\system.flac,EXCEL.EXE_v4.5,MON-31-sandbox.secure.bank:3389,XSS: svc_secrets performed clearing operation,CH,SEC_BASELINE_ACCU,cloud_waf,17,4,9,0,0,45,0,0,0,0,0
2027-01-22T11:09:54Z,FINANCE-07,devika.stokes34,SQL_Injection,0.0,MEDIUM,113.103.211.216,,sshd,PAY-51:8080,SQL_Injection: devika.stokes34 performed transfer operation,GB,SEC_BASELINE_DOLO,cloud_waf,11,4,1,0,0,59,0,0,0,0,0
2026-07-09T10:59:14Z,PROXY-05,jagdish_townsend,11,0.0,MEDIUM,192.239.39.19,C:\Users\svc_backup_prod\Documents\health.mp3,cmd.exe,core-bank.baral.net:22,11: jagdish_townsend performed balance operation,,ANOMALY_BASELINE_PUSH,sysmon,10,3,7,0,0,48,0,0,0,0,0
2026-06-24T11:54:33Z,FINANCE-74,svc_archive,TRAFFIC,0.0,MEDIUM,68.136.26.117,,cmd.exe_v6.3,AUDIT-53.bank.internal:3389,TRAFFIC: svc_archive performed settlement operation,"Frankfurt, DE",AUDIT_BASELINE_SUSC,palo_alto,11,2,6,0,0,51,0,0,0,0,0
2026-10-13T03:02:21Z,OPS-90-dev.core.banking,mitchell_rout,ssl,0.0,LOW,166.249.154.77,,sqlservr.exe,BRANCH-49:27017,ssl: mitchell_rout performed reconciliation operation,,COMPLIANCE_BASELINE_MODI,zeek,3,1,10,0,1,53,0,0,0,0,0
2026-07-23T00:48:13Z,PAYMENT-94,svc_replication_prod,SQL_Injection,0.0,MEDIUM,192.168.176.241,,sqlservr.exe,ATM-54-uat:3389,SQL_Injection: svc_replication_prod performed reconciliation operation,,ANOMALY_BASELINE_QUOD,cloud_waf,0,3,7,0,1,70,0,0,0,0,0
2026-07-21T14:45:38Z,GW-28-dr.core.banking,ichacko,SYSCALL,0.0,MEDIUM,202.49.66.42,,WINWORD.EXE,,SYSCALL: ichacko performed payment operation,London,SEC_BASELINE_LAUD,auditd,14,1,7,0,0,44,0,0,0,0,0
2026-07-04T11:29:52Z,WEB-20-sandbox,gauri.richards,URL,0.0,LOW,109.149.144.252,,WINWORD.EXE,,URL: gauri.richards performed transaction operation,IN,COMPLIANCE_BASELINE_SMAL,palo_alto,11,5,7,1,0,51,0,0,0,0,0
2026-05-19T21:13:21Z,PAYMENT-50,svc_deploy_prod,ApplicationManagement,0.0,CRITICAL,172.30.240.198,/etc/above/dolorum.conf,cmd.exe,,ApplicationManagement: svc_deploy_prod performed swift operation,"Dubai, AE",COMPLIANCE_HIGH_RISK_URGENT_DOLO,azure_ad,21,1,5,0,1,64,0,0,0,1,1
2026-10-22T09:26:34Z,OPS-01-dr,gavin_soto,Threat,0.0,LOW,189.194.230.112,,cmd.exe,,Threat: gavin_soto performed transfer operation,Toronto,THREAT_BASELINE_VISI,sentinel_one,9,3,10,0,0,47,0,0,0,0,0
2026-11-30T09:48:07Z,DC-18-dev.financial.local,mchen80,PATH,0.0,MEDIUM,192.168.29.201,,kubelet,,PATH: mchen80 performed settlement operation,"Frankfurt, DE",COMPLIANCE_BASELINE_REAL,auditd,9,0,11,0,0,44,0,0,0,0,0
2026-05-16T18:11:56Z,APP-10,urishilla_barnett,SignIn,77.0,CRITICAL,172.29.46.61,,python.exe,,Sign-in activity for urishilla_barnett from IP 172.29.46.61,Hong Kong,THREAT_BRUTE_FORCE_URGENT_REPE,azure_ad,18,5,5,1,0,59,1,0,1,1,1
2026-03-18T20:33:11Z,FINANCE-61,svc_secrets,FileUploaded,0.0,MEDIUM,38.239.94.90,,explorer.exe_v5.8,,FileUploaded: svc_secrets performed transaction operation,New York,AUDIT_BASELINE_NIHI,sharepoint,20,2,3,0,1,57,0,0,0,0,0
2026-08-08T02:38:56Z,ATM-77,mpeacock,FileDeleted,0.0,MEDIUM,172.21.231.107,,systemd,PROXY-46.financial.local:443,FileDeleted: mpeacock performed payment operation,,AUDIT_BASELINE_VENI,sharepoint,2,5,8,1,1,49,0,0,0,0,0
2026-05-03T14:43:52Z,,mohammad.arora,ApplicationManagement,0.0,UNKNOWN,101.168.183.115,\\fileserver\share\Corrupti\odit.png,powershell.exe,ledger.lawson.com:8443,ApplicationManagement: mohammad.arora performed audit operation,,THREAT_BASELINE_LABO,azure_ad,14,6,5,1,0,63,0,0,0,0,0
2026-06-25T03:01:41Z,AUDIT-36,omaja.henderson,Blocked,0.0,HIGH,221.225.114.51,,kubelet,,Blocked: omaja.henderson performed audit operation,"New York, US",COMPLIANCE_SUSPICIOUS_URGENT_REIC,sentinel_one,3,3,6,0,1,50,0,0,0,1,1
2026-06-01T17:01:12Z,ATM-96-prod,trading_user,Blocked,0.0,LOW,14.58.197.253,,tomcat9.exe,,Blocked: trading_user performed swift operation,,ANOMALY_BASELINE_SAPI,sentinel_one,17,0,6,0,0,47,0,0,0,0,0
2027-01-13T21:23:47Z,MON-69-sandbox,megan.marshall,DeleteUser,0.0,LOW,192.168.193.229,Z:\Finance\2026-01-06\aut.doc,EXCEL.EXE,CORE_BANK-87-dr.core.banking:1433,DeleteUser: megan.marshall performed transfer operation,,COMPLIANCE_BASELINE_ERRO,aws_cloudtrail,21,2,1,0,1,55,0,0,0,0,0
2026-08-14T11:11:03Z,CORE_BANK-63,rosemary.batra,4672,0.0,HIGH,10.142.156.42,C:\Users\chaman_vargas\Documents\odit.wav,tomcat9.exe,,4672: rosemary.batra performed audit operation,AE,AUDIT_SUSPICIOUS_URGENT_OTHE,windows_security,11,4,8,0,0,46,0,0,0,1,1
2026-06-20T06:56:19Z,APP-79-dr,tracey.harris,XSS,0.0,LOW,13.128.251.234,C:\Users\svc_audit\Documents\excepturi.wav,svchost.exe,,XSS: tracey.harris performed audit operation,,COMPLIANCE_BASELINE_POSS,cloud_waf,6,5,6,1,1,44,0,0,0,0,0
2026-08-10T08:44:33Z,COMP-82-prod,wevans,4698,0.0,LOW,176.197.137.248,/etc/voluptatem/alias.conf,tomcat9.exe_v5.8,,4698: wevans performed transfer operation,"Sydney, AU",COMPLIANCE_BASELINE_PART,windows_security,8,0,8,0,0,41,0,0,0,0,0
2026-07-02T02:38:18Z,,jingram27,Blocked,0.0,HIGH,10.127.91.58,C:\Users\warhi_rivera\Documents\nihil.json,tomcat9.exe,,Blocked: jingram27 performed reconciliation operation,AE,COMPLIANCE_SUSPICIOUS_URGENT_CONS,sentinel_one,2,3,7,0,1,53,0,0,0,1,1
2026-11-02T15:57:51Z,DC-90.financial.local,trading_user81,ssl,0.0,LOW,74.104.184.90,,WINWORD.EXE,BRANCH-03:9200,ssl: trading_user81 performed transaction operation,,AUDIT_BASELINE_ASPE,zeek,15,0,11,0,0,51,0,0,0,0,0
2026-12-17T00:54:15Z,DB-59-sandbox,radhika.sawyer,302015,0.0,LOW,18.198.136.122,,systemd,,302015: radhika.sawyer performed clearing operation,CH,GT_BASELINE_PERS,cisco_asa,0,3,12,0,1,51,0,0,0,0,0
2026-12-25T22:20:37Z,PAY-62,kmiller,4702,0.0,LOW,77.55.148.172,C:\Windows\Temp\quos.json,python.exe,swift-gateway.parmar.info:3306,4702: kmiller performed balance operation,Singapore,GT_BASELINE_SO,windows_security,22,4,12,0,1,41,0,0,0,0,0
2026-05-06T13:45:13Z,DC-16-prod,martin_daniels,Threat,0.0,HIGH,10.149.154.74,,lsass.exe,,Threat: martin_daniels performed audit operation,,ANOMALY_SUSPICIOUS_URGENT_TOTA,sentinel_one,13,2,5,0,0,48,0,0,0,1,1
2026-11-13T22:25:35Z,DB-42-dr.bank.internal,aarnav.chapman,CreateAccessKey,0.0,MEDIUM,172.25.129.60,,WINWORD.EXE,,CreateAccessKey: aarnav.chapman performed transfer operation,,AUDIT_BASELINE_VERI,aws_cloudtrail,22,4,11,0,1,60,0,0,0,0,0
2026-03-30T22:38:13Z,FS-21.bank.internal,yamini.green,SQL_Injection,0.0,MEDIUM,124.234.160.54,Z:\Finance\2026-03-02\maxime.gif,powershell.exe,,SQL_Injection: yamini.green performed reconciliation operation,"Toronto, CA",THREAT_BASELINE_EXCE,cloud_waf,22,0,3,0,1,62,0,0,0,0,0
2026-06-23T11:20:44Z,AUDIT-59-sandbox.financial.local,svc_monitor_prod,write_binary_dir,0.0,LOW,110.148.22.141,,chrome.exe,,write_binary_dir: svc_monitor_prod performed payment operation,,THREAT_BASELINE_ITAQ,falco,11,1,6,0,0,62,0,0,0,0,0
2027-02-10T16:05:27Z,OPS-90.bank.internal,wendy_bullock,Audit,0.0,UNKNOWN,192.122.210.187,,svchost.exe,,Audit log: delete performed by wendy_bullock,"Zurich, CH",AUDIT_BASELINE_TREA,azure_ad,16,2,2,0,0,44,0,0,0,0,0
2026-10-14T08:43:02Z,FS-42.core.banking,barry_price,TRAFFIC,0.0,LOW,25.136.120.78,,nginx.exe,,TRAFFIC: barry_price performed swift operation,FR,COMPLIANCE_BASELINE_MARK,palo_alto,8,2,10,0,0,46,0,0,0,0,0
2026-05-17T18:01:57Z,CRM-65,yochana_gomez,4625,27.0,CRITICAL,83.13.54.183,,systemd_v9.9,,"An account failed to log on. Account: yochana_gomez, Source IP: 83.13.54.183",,AUDIT_BRUTE_FORCE_URGENT_A,windows_security,18,6,5,1,0,76,1,1,1,1,1
2026-08-08T04:06:57Z,SWIFT-59,svc_scanner_prod17,302016,0.0,MEDIUM,149.226.150.213,,powershell.exe,FS-60-sandbox.secure.bank:5432,302016: svc_scanner_prod17 performed reconciliation operation,Hong Kong,AUDIT_BASELINE_ILLO,cisco_asa,4,5,8,1,1,61,0,0,0,0,0
2027-01-04T06:54:05Z,WEB-34.core.banking,treasury,TRAFFIC,0.0,LOW,40.87.177.174,,chrome.exe,,TRAFFIC: treasury performed audit operation,,AUDIT_BASELINE_DOLO,palo_alto,6,0,1,0,1,43,0,0,0,0,0
2026-05-24T21:16:56Z,CRM-77.secure.bank,svc_archive_prod,PROCTITLE,0.0,UNKNOWN,10.246.244.206,,tomcat9.exe,crm.jefferson.com:443,PROCTITLE: svc_archive_prod performed swift operation,,THREAT_BASELINE_QUID,auditd,21,6,5,1,1,53,0,0,0,0,0
